transaction_id,station_id,timestamp,ticket_type,passenger_category,entry_station,exit_station,travel_duration,fare_amount,payment_method
TXN00061063,KOL025,2024-10-15 17:50:00,Smart Card,General,Shahid Khudiram,Shyambazar,29,36,UPI
TXN00061064,DEL060,2024-11-26 17:53:00,Token,Student,Shadipur,Seelampur,34,40,UPI
TXN00061065,CHN012,2024-10-24 12:35:00,Smart Card,General,AG-DMS,Anna Nagar Tower,10,9,NCMC Card
TXN00061066,DEL060,2024-11-20 10:26:00,QR Ticket,Tourist,Shadipur,Rohini East,32,40,NCMC Card
TXN00061067,AMD015,2024-12-03 05:08:00,Smart Card,General,Vastral,Rajivnagar,22,27,Metro App
TXN00061068,NDA009,2024-12-01 08:05:00,Token,General,Noida Sector 143,Noida Sector 81,16,20,Cash
TXN00061069,DEL070,2024-12-25 14:51:00,QR Ticket,General,Yamuna Bank,Dwarka Sector 13,39,40,UPI
TXN00061070,KOL012,2024-12-03 21:29:00,Monthly Pass,Women,Esplanade,Shovabazar Sutanuti,10,18,NCMC Card
TXN00061071,MUM061,2024-12-21 09:16:00,Monthly Pass,General,Santacruz Metro,Saki Naka,20,27,Metro App
TXN00061072,DEL204,2024-12-01 10:14:00,Smart Card,General,Peeragarhi,Dwarka Sector 13,21,27,Credit/Debit Card
TXN00061073,MUM002,2024-12-16 08:25:00,Token,General,D.N. Nagar,Lower Oshiwara,9,20,NCMC Card
TXN00061074,HYD034,2024-11-05 11:22:00,Monthly Pass,General,Jubilee Hills Road No 5,Gandhi Bhavan,24,27,NCMC Card
TXN00061075,KOC007,2024-11-20 22:28:00,QR Ticket,Senior Citizen,Cochin University,Changampuzha Park,9,10,UPI
TXN00061076,LKO015,2024-11-20 16:39:00,QR Ticket,Senior Citizen,Vishwavidyalaya,Alambagh Bus Station,14,30,Cash
TXN00061077,DEL025,2024-11-25 14:55:00,QR Ticket,General,Hauz Khas,New Delhi,17,30,Credit/Debit Card
TXN00061078,CHN035,2024-12-26 08:49:00,Monthly Pass,General,Vadapalani,Pachaiyappa's College,26,27,UPI
TXN00061079,DEL100,2024-12-05 21:41:00,Monthly Pass,General,Shastri Park,Greater Kailash,31,36,Cash
TXN00061080,IDR012,2024-11-04 08:07:00,Smart Card,General,Airport,Rajwada,6,9,NCMC Card
TXN00061081,CHN017,2024-10-26 22:27:00,Monthly Pass,General,High Court,St. Thomas Mount,30,36,NCMC Card
TXN00061082,HYD029,2024-10-09 13:11:00,Smart Card,General,HITEC City,Irrum Manzil,32,36,UPI
TXN00061083,MUM029,2024-11-01 23:17:00,Smart Card,Differently-abled,Ovaripada,CSIA Domestic Airport,35,36,Cash
TXN00061084,DEL094,2024-10-01 14:05:00,Smart Card,General,Kanhaiya Nagar,Mayur Vihar Pocket-1,18,27,Cash
TXN00061085,DEL064,2024-10-13 22:53:00,QR Ticket,General,Jhandewalan,Old Faridabad,53,50,UPI
TXN00061086,NGP005,2024-10-05 11:43:00,QR Ticket,General,Gaddigodam,Sitabuldi,13,20,UPI
TXN00061087,NGP034,2024-12-10 12:56:00,Smart Card,Student,Chitaroli Square,Cotton Market,11,18,Cash
TXN00061088,BLR061,2024-10-02 09:13:00,Smart Card,General,Banashankari,Nagasandra,29,36,Cash
TXN00061089,DEL018,2024-10-24 18:24:00,Monthly Pass,General,Central Secretariat,Jahangirpuri,33,36,NCMC Card
TXN00061090,DEL147,2024-10-25 07:00:00,Smart Card,Student,Dashrath Puri,Mansarovar Park,48,45,UPI
TXN00061091,DEL018,2024-11-26 06:41:00,Smart Card,General,Central Secretariat,IGI Airport,19,27,Credit/Debit Card
TXN00061092,DEL038,2024-12-29 09:00:00,Smart Card,General,Dwarka Sector 21,Punjabi Bagh,31,36,NCMC Card
TXN00061093,JAI008,2024-10-07 21:17:00,Token,General,Sindhi Camp,Chandpole,6,10,Cash
TXN00061094,HYD046,2024-12-29 09:05:00,QR Ticket,General,NGRI,Moosapet,28,30,UPI
TXN00061095,DEL209,2024-10-12 08:30:00,Token,Senior Citizen,Rajdhani Park,Azadpur,29,40,Credit/Debit Card
TXN00061096,DEL036,2024-11-08 19:26:00,Smart Card,General,IFFCO Chowk,Rajdhani Park,43,36,Cash
TXN00061097,JAI001,2024-11-08 10:58:00,Smart Card,General,Mansarovar,Sindhi Camp,17,27,UPI
TXN00061098,DEL178,2024-11-01 17:16:00,Smart Card,Student,Sarojini Nagar,Nangloi Railway Station,37,36,NCMC Card
TXN00061099,BHO004,2024-11-04 23:10:00,Monthly Pass,Student,Pul Bogda,MP Nagar,12,18,Metro App
TXN00061100,BLR057,2024-10-05 13:23:00,Smart Card,General,Lalbagh,Mahakavi Kuvempu Road,12,18,UPI
TXN00061101,BLR025,2024-10-12 07:54:00,QR Ticket,Women,Benniganahalli,Nallurhalli,19,30,NCMC Card
TXN00061102,DEL024,2024-10-30 23:34:00,Token,General,Green Park,Mundka Industrial Area,22,30,NCMC Card
TXN00061103,KOC001,2024-10-08 17:49:00,Monthly Pass,Student,Aluva,SN Junction,23,27,NCMC Card
TXN00061104,DEL185,2024-11-21 18:06:00,QR Ticket,General,East Vinod Nagar,Karol Bagh,32,40,NCMC Card
TXN00061105,NGP004,2024-12-27 06:02:00,QR Ticket,Women,Kadbi Chowk,Jhansi Rani Square,12,20,UPI
TXN00061106,DEL019,2024-11-25 22:41:00,Smart Card,General,Udyog Bhawan,Terminal 1 IGI Airport,14,18,UPI
TXN00061107,DEL018,2024-11-14 20:20:00,Monthly Pass,General,Central Secretariat,Tis Hazari,30,36,Metro App
TXN00061108,NGP012,2024-10-28 05:10:00,Smart Card,General,Chhatrapati Square,Ujjwal Nagar,12,18,UPI
TXN00061109,DEL146,2024-11-20 06:01:00,Token,General,Dabri Mor Janakpuri South,Subhash Nagar,21,30,NCMC Card
TXN00061110,DEL217,2024-10-14 20:52:00,Token,General,Brigadier Hoshiar Singh,Rohini Sector 18-19,43,40,UPI
TXN00061111,DEL036,2024-11-23 10:07:00,QR Ticket,Women,IFFCO Chowk,Jangpura,46,50,UPI
TXN00061112,DEL126,2024-10-01 15:45:00,Smart Card,General,Nehru Place,Noida Electronic City,28,36,NCMC Card
TXN00061113,BLR021,2024-10-24 18:41:00,Smart Card,General,Halasuru,Silk Institute,23,27,UPI
TXN00061114,DEL005,2024-11-16 10:45:00,Monthly Pass,General,Adarsh Nagar,Dwarka Sector 21,39,36,Metro App
TXN00061115,MUM020,2024-12-17 08:28:00,Smart Card,General,Kandivali West,Oshiwara,20,27,UPI
TXN00061116,KOL004,2024-11-01 22:07:00,Monthly Pass,Women,Dum Dum,Shahid Khudiram,31,36,Metro App
TXN00061117,DEL146,2024-12-20 09:07:00,Smart Card,General,Dabri Mor Janakpuri South,Shaheed Sthal,71,54,UPI
TXN00061118,BLR064,2024-10-10 21:34:00,Token,Women,Konanakunte Cross,Kundalahalli,37,40,UPI
TXN00061119,DEL020,2024-10-14 19:47:00,Monthly Pass,Senior Citizen,Lok Kalyan Marg,Jamia Millia Islamia,37,36,Metro App
TXN00061120,AMD021,2024-10-12 11:35:00,Smart Card,General,Sabarmati Railway Station,Gheekanta,24,27,UPI
TXN00061121,DEL158,2024-10-31 22:45:00,Token,General,Greater Kailash,Lal Qila,17,30,Cash
TXN00061122,DEL016,2024-11-15 22:29:00,Smart Card,General,Rajiv Chowk,Azadpur,30,27,UPI
TXN00061123,DEL152,2024-12-04 09:21:00,QR Ticket,General,Vasant Vihar,Shaheed Sthal,63,50,Metro App
TXN00061124,CHN018,2024-12-22 10:57:00,QR Ticket,Women,Mannadi,Wimco Nagar,12,20,NCMC Card
TXN00061125,MUM014,2024-12-28 21:02:00,QR Ticket,General,Anand Nagar,Jagruti Nagar,41,40,UPI
TXN00061126,DEL132,2024-11-17 08:35:00,Smart Card,Student,Mohan Estate,Shastri Nagar,57,45,Cash
TXN00061127,DEL048,2024-10-12 18:24:00,Smart Card,General,Nawada,Udyog Bhawan,9,9,UPI
TXN00061128,DEL097,2024-10-03 17:51:00,Smart Card,General,Pratap Nagar,ITO,23,27,Credit/Debit Card
TXN00061129,DEL132,2024-10-08 09:54:00,Token,General,Mohan Estate,East Vinod Nagar,55,50,UPI
TXN00061130,DEL078,2024-10-09 05:06:00,Smart Card,Student,Botanical Garden,Majlis Park,50,45,NCMC Card
TXN00061131,KOL033,2024-12-03 22:08:00,Token,General,Phoolbagan,Salt Lake Stadium,8,10,Cash
TXN00061132,BLR053,2024-11-29 09:29:00,Token,General,Mantri Square Sampige Road,Whitefield (Kadugodi),48,50,UPI
TXN00061133,KNP001,2024-10-01 18:14:00,Smart Card,General,IIT Kanpur,Bada Chauraha,17,27,Credit/Debit Card
TXN00061134,NGP025,2024-12-05 18:07:00,Smart Card,Student,Shankar Nagar Square,Zero Mile,7,9,UPI
TXN00061135,DEL184,2024-12-25 10:16:00,Smart Card,Tourist,Trilokpuri Sanjay Lake,Sadar Bazar Cantonment,34,36,NCMC Card
TXN00061136,MUM001,2024-11-30 09:12:00,QR Ticket,Tourist,Versova,Siddhivinayak,21,30,UPI
TXN00061137,DEL194,2024-12-26 18:59:00,Smart Card,General,Maujpur Babarpur,Mohan Estate,54,45,UPI
TXN00061138,KOL030,2024-10-16 23:15:00,QR Ticket,Student,City Centre,Karunamoyee,7,10,NCMC Card
TXN00061139,DEL072,2024-11-28 18:21:00,Smart Card,General,Mayur Vihar Phase-1,Janakpuri West,33,36,Metro App
TXN00061140,HYD005,2024-10-24 20:29:00,Smart Card,Student,Balanagar,Raidurg,24,27,UPI
TXN00061141,DEL073,2024-10-01 10:47:00,Smart Card,General,Mayur Vihar Extension,IFFCO Chowk,55,45,UPI
TXN00061142,DEL113,2024-12-26 13:10:00,Token,General,Hindon River,Greater Kailash,48,50,Cash
TXN00061143,DEL089,2024-12-11 18:51:00,Token,Student,Rohini East,Ramesh Nagar,32,40,UPI
TXN00061144,DEL063,2024-10-19 19:44:00,QR Ticket,General,Karol Bagh,Dilshad Garden,37,40,Metro App
TXN00061145,HYD050,2024-10-19 21:31:00,QR Ticket,General,JBS Parade Ground,Ameerpet,16,30,UPI
TXN00061146,AMD008,2024-10-02 09:34:00,Smart Card,Senior Citizen,Shahpur,Nirant Cross Road,17,27,UPI
TXN00061147,MUM012,2024-12-05 17:18:00,Token,Women,Ghatkopar,Kurar,31,40,Cash
TXN00061148,HYD052,2024-11-27 19:07:00,Token,Women,Gandhi Hospital,Balanagar,23,30,Cash
TXN00061149,DEL082,2024-11-26 09:50:00,Token,Women,Noida Sector 52,Patel Chowk,51,50,NCMC Card
TXN00061150,DEL181,2024-10-07 07:13:00,Monthly Pass,Women,Ashram,Qutab Minar,50,45,NCMC Card
TXN00061151,DEL095,2024-10-24 10:14:00,Smart Card,General,Inderlok,Dhaula Kuan,28,27,UPI
TXN00061152,NGP001,2024-11-23 18:21:00,Monthly Pass,Tourist,Automotive Square,Agrasen Square,23,27,Credit/Debit Card
TXN00061153,DEL132,2024-10-31 06:00:00,Smart Card,Differently-abled,Mohan Estate,Hauz Khas,40,36,UPI
TXN00061154,KNP002,2024-12-15 09:52:00,Smart Card,Women,Kalyanpur,SPM Hospital,8,9,UPI
TXN00061155,BLR026,2024-10-20 20:05:00,Smart Card,Senior Citizen,KR Puram,Baiyappanahalli,10,18,Metro App
TXN00061156,DEL200,2024-11-30 10:55:00,Token,General,Shivaji Park,Mandi House,31,40,Cash
TXN00061157,DEL029,2024-10-11 19:04:00,Smart Card,General,Chhatarpur,Noida Electronic City,58,45,Metro App
TXN00061158,DEL035,2024-11-05 05:26:00,Smart Card,Student,MG Road,Supreme Court,47,45,Cash
TXN00061159,DEL040,2024-10-22 19:43:00,QR Ticket,Tourist,Dwarka Sector 9,Majlis Park,39,40,Cash
TXN00061160,MUM044,2024-11-05 13:36:00,Smart Card,Tourist,Churchgate,Bangur Nagar,47,45,Cash
TXN00061161,KNP013,2024-12-02 16:11:00,Smart Card,General,Nayaganj,Geeta Nagar,12,18,UPI
TXN00061162,BLR001,2024-11-10 12:51:00,Token,Senior Citizen,Challaghatta,Srirampura,25,30,Cash
TXN00061163,DEL023,2024-11-04 17:10:00,Token,Tourist,AIIMS,Rajiv Chowk,23,30,Cash
TXN00061164,NDA016,2024-12-17 05:48:00,Smart Card,General,Pari Chowk,Noida Sector 101,30,36,NCMC Card
TXN00061165,DEL016,2024-12-20 10:51:00,QR Ticket,General,Rajiv Chowk,Dabri Mor Janakpuri South,22,30,NCMC Card
TXN00061166,DEL212,2024-10-28 10:44:00,Monthly Pass,General,Ghevra,Jhandewalan,42,36,Cash
TXN00061167,DEL033,2024-10-22 15:36:00,Smart Card,General,Guru Dronacharya,Inderlok,52,45,Credit/Debit Card
TXN00061168,DEL003,2024-10-27 09:15:00,QR Ticket,Student,Haiderpur Badli Mor,Mayur Vihar Extension,46,50,Credit/Debit Card
TXN00061169,BLR066,2024-12-14 05:57:00,Smart Card,General,Vajarahalli,Madavara,43,36,UPI
TXN00061170,BLR019,2024-12-26 12:34:00,Smart Card,Student,MG Road,Nagasandra,33,36,Cash
TXN00061171,HYD011,2024-11-03 13:36:00,Smart Card,General,Ameerpet,Lakdikapul,16,18,UPI
TXN00061172,BLR045,2024-12-21 21:28:00,Token,General,Peenya,Channasandra,53,50,Cash
TXN00061173,KOC003,2024-10-28 05:19:00,Token,Student,Companypady,MG Road,16,20,UPI
TXN00061174,DEL182,2024-12-25 16:14:00,Smart Card,Women,Sarai Kale Khan Nizamuddin,Udyog Bhawan,37,36,UPI
TXN00061175,DEL016,2024-12-23 18:01:00,Smart Card,Tourist,Rajiv Chowk,Haiderpur Badli Mor,30,36,Metro App
TXN00061176,MUM019,2024-12-05 09:16:00,Token,General,Shimpoli,Vidyanagari,32,40,UPI
TXN00061177,NDA003,2024-10-24 12:10:00,QR Ticket,General,Noida Sector 76,Alpha 1,33,40,Metro App
TXN00061178,DEL111,2024-11-25 07:07:00,Token,Tourist,Mohan Nagar,Qutab Minar,73,60,UPI
TXN00061179,DEL030,2024-10-01 18:15:00,Smart Card,Senior Citizen,Sultanpur,Dwarka Sector 10,24,27,Cash
TXN00061180,DEL053,2024-10-07 23:27:00,QR Ticket,Student,Tilak Nagar,IGI Airport,14,20,UPI
TXN00061181,HYD032,2024-10-01 22:40:00,Smart Card,Differently-abled,Peddamma Gudi,Paradise,21,27,Metro App
TXN00061182,MUM009,2024-12-18 10:46:00,QR Ticket,General,Saki Naka,Marol Naka,15,20,Metro App
TXN00061183,CHN003,2024-12-24 21:40:00,QR Ticket,General,Nanganallur Road,Arignar Anna Alandur,11,20,UPI
TXN00061184,DEL020,2024-11-21 10:57:00,QR Ticket,Student,Lok Kalyan Marg,Terminal 1 IGI Airport,12,20,UPI
TXN00061185,DEL147,2024-12-18 08:57:00,Smart Card,General,Dashrath Puri,Jasola Vihar Shaheen Bagh,46,45,NCMC Card
TXN00061186,NDA008,2024-11-04 20:22:00,Token,General,Noida Sector 142,Noida Sector 147,14,20,UPI
TXN00061187,DEL214,2024-12-23 16:43:00,Smart Card,General,Tikri Border,Supreme Court,52,45,Metro App
TXN00061188,MUM060,2024-12-14 10:27:00,Smart Card,General,Vidyanagari,Sahar Road,10,18,UPI
TXN00061189,MUM023,2024-10-14 08:37:00,QR Ticket,Women,Malad West,Marol Naka,19,30,UPI
TXN00061190,DEL146,2024-11-07 15:45:00,Monthly Pass,General,Dabri Mor Janakpuri South,Mayur Vihar Phase-1,39,36,UPI
TXN00061191,BLR065,2024-12-21 05:35:00,QR Ticket,Student,Doddakallasandra,South End Circle,15,20,NCMC Card
TXN00061192,DEL193,2024-12-18 23:49:00,Smart Card,Women,Jaffrabad,Mansarovar Park,7,9,NCMC Card
TXN00061193,MUM002,2024-10-11 06:59:00,Smart Card,General,D.N. Nagar,Shimpoli,24,27,NCMC Card
TXN00061194,DEL153,2024-10-01 08:43:00,QR Ticket,Student,Munirka,Dhaula Kuan,11,10,Cash
TXN00061195,HYD004,2024-10-11 05:13:00,Monthly Pass,General,Kukatpally,Irrum Manzil,21,27,NCMC Card
TXN00061196,MUM003,2024-12-28 09:49:00,Smart Card,General,Azad Nagar,Dindoshi,22,27,NCMC Card
TXN00061197,BLR047,2024-10-23 05:20:00,Monthly Pass,Student,Yeshwanthpur,Kadugodi Tree Park,47,45,UPI
TXN00061198,CHN016,2024-11-05 15:13:00,Smart Card,Student,Chennai Central Metro,Saidapet,18,27,Cash
TXN00061199,CHN010,2024-11-22 20:16:00,QR Ticket,Women,Little Mount Metro,St. Thomas Mount,21,30,NCMC Card
TXN00061200,AMD021,2024-10-25 19:43:00,Smart Card,General,Sabarmati Railway Station,Gandhigram,20,27,UPI
TXN00061201,HYD050,2024-10-17 07:57:00,Monthly Pass,Student,JBS Parade Ground,Nagole,17,27,Metro App
TXN00061202,DEL083,2024-11-23 07:51:00,QR Ticket,General,Noida Sector 61,Welcome,28,40,UPI
TXN00061203,DEL018,2024-10-10 16:09:00,Token,General,Central Secretariat,Dwarka Sector 10,27,30,Metro App
TXN00061204,DEL012,2024-11-06 19:31:00,QR Ticket,Women,Kashmere Gate,East Vinod Nagar,19,30,Cash
TXN00061205,BLR042,2024-10-19 09:55:00,Token,General,Dasarahalli,Jnanabharathi,19,30,Cash
TXN00061206,DEL219,2024-11-18 21:59:00,QR Ticket,General,Dhaula Kuan,Hauz Khas,11,20,NCMC Card
TXN00061207,KOL023,2024-11-06 10:17:00,Smart Card,Tourist,Gitanjali,Mahatma Gandhi Road,23,27,UPI
TXN00061208,HYD030,2024-12-04 09:33:00,QR Ticket,Senior Citizen,Durgam Cheruvu,Gandhi Bhavan,35,40,Metro App
TXN00061209,DEL221,2024-10-21 07:55:00,QR Ticket,General,IGI Airport,Karkarduma,45,50,NCMC Card
TXN00061210,HYD047,2024-12-22 09:57:00,QR Ticket,General,Stadium,Jubilee Hills Check Post,36,40,NCMC Card
TXN00061211,DEL090,2024-12-14 07:26:00,QR Ticket,General,Pitampura,Vasant Vihar,28,40,UPI
TXN00061212,DEL064,2024-12-05 18:29:00,Smart Card,Senior Citizen,Jhandewalan,Keshav Puram,28,36,NCMC Card
TXN00061213,LKO019,2024-11-02 09:28:00,Monthly Pass,General,Bhootnath Market,Charbagh,14,27,Credit/Debit Card
TXN00061214,MUM062,2024-11-15 07:31:00,Token,General,CSIA Domestic Airport,Vidyanagari,10,10,Cash
TXN00061215,DEL055,2024-11-09 22:00:00,QR Ticket,Student,Tagore Garden,Tikri Kalan,33,40,Cash
TXN00061216,CHN037,2024-10-03 20:47:00,QR Ticket,Student,Ekkattuthangal,Guindy,21,30,UPI
TXN00061217,AMD004,2024-12-02 18:27:00,QR Ticket,Student,Shreyas,Sabarmati,27,30,UPI
TXN00061218,DEL068,2024-12-02 18:35:00,Monthly Pass,Senior Citizen,Supreme Court,Chhatarpur,41,36,UPI
TXN00061219,DEL141,2024-10-13 09:35:00,Smart Card,Student,Neelam Chowk Ajronda,Uttam Nagar West,65,45,NCMC Card
TXN00061220,HYD002,2024-11-08 22:19:00,Smart Card,General,JNTU College,Sultan Bazaar,34,36,Cash
TXN00061221,DEL061,2024-11-28 15:09:00,Smart Card,Student,Patel Nagar,Jor Bagh,23,27,NCMC Card
TXN00061222,AMD008,2024-12-27 09:17:00,Smart Card,Senior Citizen,Shahpur,Sabarmati Railway Station,22,27,UPI
TXN00061223,DEL067,2024-11-30 14:07:00,QR Ticket,Student,Mandi House,Akshardham,11,20,NCMC Card
TXN00061224,HYD037,2024-11-26 09:18:00,Smart Card,Women,Begumpet,Bharat Nagar,16,18,UPI
TXN00061225,MUM003,2024-12-21 20:45:00,Token,General,Azad Nagar,Siddhivinayak,18,30,Cash
TXN00061226,BLR025,2024-12-29 19:35:00,QR Ticket,General,Benniganahalli,Garudacharpalya,12,20,Metro App
TXN00061227,BLR051,2024-12-27 09:14:00,Smart Card,General,Mahakavi Kuvempu Road,Sri Sathya Sai Hospital,42,36,Credit/Debit Card
TXN00061228,DEL165,2024-10-18 12:20:00,Smart Card,General,Kalindi Kunj,Durgabai Deshmukh South Campus,41,36,UPI
TXN00061229,MUM063,2024-10-27 09:06:00,Smart Card,General,Sahar Road,Andheri,10,18,NCMC Card
TXN00061230,DEL198,2024-11-11 18:28:00,Monthly Pass,General,Ashok Park Main,Sikanderpur,43,45,NCMC Card
TXN00061231,DEL182,2024-12-28 18:45:00,QR Ticket,Women,Sarai Kale Khan Nizamuddin,Jama Masjid,17,30,NCMC Card
TXN00061232,DEL127,2024-10-22 23:48:00,Smart Card,General,Kalkaji Mandir,Jamia Millia Islamia,15,18,UPI
TXN00061233,NGP001,2024-11-25 19:16:00,Smart Card,General,Automotive Square,Cotton Market,18,27,NCMC Card
TXN00061234,DEL109,2024-10-24 19:40:00,Smart Card,General,Major Mohit Sharma,Dwarka Sector 13,64,45,Metro App
TXN00061235,HYD002,2024-12-18 09:24:00,QR Ticket,General,JNTU College,Raidurg,24,30,NCMC Card
TXN00061236,DEL054,2024-11-08 20:25:00,Smart Card,Student,Subhash Nagar,Shivaji Park,22,27,UPI
TXN00061237,DEL198,2024-11-29 15:54:00,Token,Tourist,Ashok Park Main,Haiderpur Badli Mor,16,30,Cash
TXN00061238,DEL201,2024-11-18 11:09:00,Smart Card,Student,Madipur,Dwarka Sector 12,22,27,Metro App
TXN00061239,HYD031,2024-10-24 19:21:00,Smart Card,Women,Madhapur,Gandhi Bhavan,34,36,NCMC Card
TXN00061240,HYD047,2024-11-08 22:49:00,QR Ticket,General,Stadium,Prakash Nagar,25,30,NCMC Card
TXN00061241,NGP022,2024-10-29 19:20:00,QR Ticket,General,Vasudev Nagar,Nari Road,20,30,Cash
TXN00061242,BLR055,2024-12-07 17:04:00,Smart Card,General,KR Market,Goraguntepalya,19,27,Metro App
TXN00061243,JAI008,2024-10-13 12:39:00,QR Ticket,General,Sindhi Camp,Transport Nagar,10,20,NCMC Card
TXN00061244,DEL126,2024-10-30 20:04:00,Token,General,Nehru Place,Anand Vihar ISBT,42,40,Cash
TXN00061245,DEL018,2024-12-11 21:29:00,Monthly Pass,General,Central Secretariat,Lajpat Nagar,18,27,Cash
TXN00061246,DEL002,2024-12-21 09:02:00,QR Ticket,General,Rohini Sector 18-19,Kashmere Gate,26,30,Cash
TXN00061247,DEL056,2024-10-29 08:36:00,Smart Card,Tourist,Rajouri Garden,Mayur Vihar Phase-1,23,27,Cash
TXN00061248,DEL123,2024-11-27 08:17:00,Smart Card,General,Lajpat Nagar,Terminal 1 IGI Airport,24,27,NCMC Card
TXN00061249,BLR029,2024-12-29 10:47:00,Smart Card,General,Hoodi,Kundalahalli,10,18,NCMC Card
TXN00061250,DEL209,2024-12-14 21:51:00,Token,General,Rajdhani Park,Sarai Kale Khan Nizamuddin,43,40,NCMC Card
TXN00061251,DEL195,2024-10-23 16:35:00,QR Ticket,Tourist,Gokulpuri,Model Town,39,40,UPI
TXN00061252,KOL015,2024-10-03 05:18:00,Smart Card,General,Rabindra Sadan,Park Street,9,18,Cash
TXN00061253,MUM008,2024-10-28 08:58:00,QR Ticket,General,Marol Naka,Cuffe Parade,39,40,UPI
TXN00061254,DEL018,2024-11-23 11:21:00,Smart Card,General,Central Secretariat,Major Mohit Sharma,49,45,Metro App
TXN00061255,CHN007,2024-10-01 10:35:00,Token,Student,Guindy,Washermanpet,18,30,Cash
TXN00061256,DEL169,2024-11-11 13:55:00,Token,General,Shakurpur,Majlis Park,8,10,Cash
TXN00061257,NGP012,2024-10-14 20:45:00,Smart Card,General,Chhatrapati Square,Vasudev Nagar,19,27,UPI
TXN00061258,BLR041,2024-10-12 05:34:00,Monthly Pass,General,Nagasandra,Madavara,8,18,UPI
TXN00061259,DEL046,2024-12-26 21:02:00,QR Ticket,General,Dwarka,Central Secretariat,23,30,UPI
TXN00061260,DEL221,2024-12-21 18:30:00,QR Ticket,General,IGI Airport,Harkesh Nagar Okhla,36,40,Credit/Debit Card
TXN00061261,BLR031,2024-10-10 06:45:00,Smart Card,Student,Kundalahalli,Mantri Square Sampige Road,41,36,Metro App
TXN00061262,BLR040,2024-10-21 19:54:00,Token,General,Manjunathanagar,Majestic,25,30,Metro App
TXN00061263,HYD025,2024-12-29 11:13:00,Monthly Pass,Senior Citizen,Chaitanyapuri,Nagole,20,27,Credit/Debit Card
TXN00061264,DEL177,2024-10-29 17:14:00,Token,General,Bhikaji Cama Place,Yashobhoomi Dwarka Sector 25,51,50,Cash
TXN00061265,DEL201,2024-12-09 18:04:00,QR Ticket,Student,Madipur,Dwarka Sector 21,26,40,NCMC Card
TXN00061266,LKO019,2024-12-11 11:18:00,Smart Card,Student,Bhootnath Market,Mawaiya,17,27,UPI
TXN00061267,MUM067,2024-11-01 19:22:00,Monthly Pass,General,Aarey JVLR,Devipada,22,27,UPI
TXN00061268,DEL035,2024-12-14 20:40:00,Smart Card,General,MG Road,Dhaula Kuan,38,36,Metro App
TXN00061269,DEL095,2024-11-02 21:22:00,Smart Card,Student,Inderlok,Rohini Sector 18-19,20,27,Cash
TXN00061270,DEL018,2024-12-26 10:49:00,Monthly Pass,Student,Central Secretariat,Shakurpur,31,36,Metro App
TXN00061271,CHN022,2024-10-08 10:06:00,Smart Card,Differently-abled,Wimco Nagar,Mannadi,12,18,UPI
TXN00061272,DEL210,2024-10-01 23:07:00,Monthly Pass,General,Mundka,Govind Puri,59,45,Cash
TXN00061273,HYD045,2024-11-20 08:22:00,QR Ticket,Tourist,Habsiguda,Prakash Nagar,20,30,Credit/Debit Card
TXN00061274,CHN017,2024-12-16 20:28:00,Token,Women,High Court,Chennai Central Metro,11,10,NCMC Card
TXN00061275,DEL106,2024-11-28 06:19:00,Token,Women,Dilshad Garden,Dwarka Sector 14,57,50,UPI
TXN00061276,MUM058,2024-12-26 06:08:00,Smart Card,General,Dharavi,Aarey JVLR,22,27,UPI
TXN00061277,DEL014,2024-10-07 19:17:00,QR Ticket,General,Chawri Bazar,Dwarka Sector 9,22,30,UPI
TXN00061278,DEL161,2024-10-02 09:26:00,Monthly Pass,General,Sukhdev Vihar,Badkal Mor,46,36,UPI
TXN00061279,NGP017,2024-10-12 18:16:00,QR Ticket,General,New Airport,Nagpur Railway Station,20,30,Cash
TXN00061280,PUN007,2024-11-27 16:49:00,Token,General,Bopodi,Ruby Hall Clinic,24,30,Cash
TXN00061281,DEL001,2024-12-20 19:46:00,Monthly Pass,Women,Samaypur Badli,Welcome,37,36,UPI
TXN00061282,IDR012,2024-11-03 17:58:00,QR Ticket,General,Airport,Bhawrasla,13,30,UPI
TXN00061283,LKO006,2024-12-22 18:09:00,Smart Card,General,Alambagh Bus Station,CCS Airport,9,18,UPI
TXN00061284,HYD043,2024-11-14 20:12:00,Smart Card,General,Mettuguda,Raidurg,38,36,UPI
TXN00061285,BLR013,2024-10-22 15:45:00,QR Ticket,General,Magadi Road,Vijayanagar,10,10,UPI
TXN00061286,DEL102,2024-12-07 09:23:00,QR Ticket,Women,Welcome,Shahdara,7,10,Credit/Debit Card
TXN00061287,DEL072,2024-11-24 23:47:00,Smart Card,Women,Mayur Vihar Phase-1,Sukhdev Vihar,21,27,Cash
TXN00061288,MUM049,2024-12-25 10:04:00,Smart Card,General,Grant Road,CSIA International Airport,32,36,Metro App
TXN00061289,LKO002,2024-10-21 20:15:00,Monthly Pass,General,Amausi,Durgapuri,16,27,NCMC Card
TXN00061290,DEL082,2024-10-27 20:30:00,Token,Student,Noida Sector 52,Barakhamba Road,24,30,Cash
TXN00061291,KOC007,2024-11-02 20:29:00,QR Ticket,General,Cochin University,Kalamassery,9,10,Credit/Debit Card
TXN00061292,AMD017,2024-10-15 18:58:00,QR Ticket,General,Vastral Gam,Jivraj Park,29,40,Cash
TXN00061293,DEL178,2024-11-03 20:59:00,Smart Card,General,Sarojini Nagar,Moti Nagar,30,36,Cash
